item_id,user_id,rating,genre
8,284,5.0,Grocery
8,299,5.0,Grocery
8,299,5.0,Grocery
8,299,5.0,Grocery
8,300,5.0,Grocery
8,301,5.0,Grocery
8,302,5.0,Grocery
8,303,2.0,Grocery
8,304,5.0,Grocery
8,305,5.0,Grocery
8,306,5.0,Grocery
8,307,4.0,Grocery
8,308,5.0,Grocery
8,99,5.0,Grocery
8,243,5.0,Grocery
8,243,5.0,Grocery
8,243,4.0,Grocery
8,309,5.0,Grocery
8,310,5.0,Grocery
8,311,5.0,Grocery
8,53,4.0,Grocery
8,312,5.0,Grocery
8,313,5.0,Grocery
8,314,5.0,Grocery
8,315,4.0,Grocery
8,316,5.0,Grocery
8,317,5.0,Grocery
8,318,4.0,Grocery
8,319,5.0,Grocery
8,289,5.0,Grocery
8,320,4.0,Grocery
8,289,5.0,Grocery
8,301,5.0,Grocery
8,321,5.0,Grocery
8,322,5.0,Grocery
8,323,5.0,Grocery
8,301,5.0,Grocery
8,301,5.0,Grocery
8,301,5.0,Grocery
8,301,5.0,Grocery
8,324,3.0,Grocery
8,325,5.0,Grocery
8,325,4.0,Grocery
8,326,5.0,Grocery
8,135,5.0,Grocery
8,327,5.0,Grocery
8,328,5.0,Grocery
8,329,4.0,Grocery
8,327,5.0,Grocery
8,327,5.0,Grocery
8,327,5.0,Grocery
8,330,4.0,Grocery
8,331,5.0,Grocery
8,305,5.0,Grocery
8,69,5.0,Grocery
8,305,5.0,Grocery
8,332,5.0,Grocery
8,333,5.0,Grocery
8,74,4.0,Grocery
8,334,5.0,Grocery
8,335,4.0,Grocery
8,335,4.0,Grocery
8,30,5.0,Grocery
9,336,5.0,Grocery
9,337,5.0,Grocery
9,338,5.0,Grocery
9,339,5.0,Grocery
9,340,5.0,Grocery
9,117,5.0,Grocery
9,341,5.0,Grocery
9,342,4.0,Grocery
9,343,5.0,Grocery
9,344,5.0,Grocery
9,345,5.0,Grocery
9,346,5.0,Grocery
9,347,4.0,Grocery
9,348,5.0,Grocery
9,227,5.0,Grocery
9,349,5.0,Grocery
9,350,5.0,Grocery
9,351,5.0,Grocery
9,64,3.0,Grocery
9,352,5.0,Grocery
9,184,5.0,Grocery
9,353,3.0,Grocery
9,354,5.0,Grocery
9,91,4.0,Grocery
9,355,5.0,Grocery
9,146,5.0,Grocery
9,133,4.0,Grocery
9,356,5.0,Grocery
9,212,5.0,Grocery
9,357,4.0,Grocery
9,358,5.0,Grocery
9,359,5.0,Grocery
9,360,5.0,Grocery
9,361,5.0,Grocery
9,79,5.0,Grocery
9,362,5.0,Grocery
9,363,3.0,Grocery
9,364,3.0,Grocery
9,157,5.0,Grocery
9,365,5.0,Grocery
9,366,4.0,Grocery
9,367,5.0,Grocery
9,368,5.0,Grocery
9,369,3.0,Grocery
9,370,2.0,Grocery
9,371,5.0,Grocery
10,372,5.0,Grocery
10,69,5.0,Grocery
10,69,5.0,Grocery
10,373,4.0,Grocery
10,374,5.0,Grocery
10,375,5.0,Grocery
10,376,5.0,Grocery
10,377,5.0,Grocery
10,378,5.0,Grocery
10,379,4.0,Grocery
10,380,5.0,Grocery
10,345,5.0,Grocery
10,381,5.0,Grocery
10,382,5.0,Grocery
10,383,1.0,Grocery
10,384,5.0,Grocery
10,385,5.0,Grocery
10,222,5.0,Grocery
10,386,5.0,Grocery
10,387,5.0,Grocery
10,388,5.0,Grocery
10,199,4.0,Grocery
10,389,5.0,Grocery
10,390,5.0,Grocery
10,102,5.0,Grocery
10,391,4.0,Grocery
10,392,5.0,Grocery
10,211,5.0,Grocery
10,393,5.0,Grocery
10,365,5.0,Grocery
10,394,4.0,Grocery
10,395,5.0,Grocery
10,396,4.0,Grocery
10,394,4.0,Grocery
10,397,4.0,Grocery
10,398,5.0,Grocery
10,399,5.0,Grocery
10,400,1.0,Grocery
10,401,5.0,Grocery
10,402,5.0,Grocery
11,403,5.0,Grocery
11,366,4.0,Grocery
11,404,5.0,Grocery
11,405,4.0,Grocery
11,406,5.0,Grocery
11,406,5.0,Grocery
11,407,5.0,Grocery
11,407,5.0,Grocery
11,408,4.0,Grocery
11,409,5.0,Grocery
11,410,5.0,Grocery
11,235,5.0,Grocery
11,411,5.0,Grocery
11,408,5.0,Grocery
11,412,5.0,Grocery
11,413,5.0,Grocery
11,414,4.0,Grocery
11,409,5.0,Grocery
11,415,4.0,Grocery
11,416,2.0,Grocery
11,417,1.0,Grocery
11,59,4.0,Grocery
11,409,5.0,Grocery
11,235,4.0,Grocery
11,418,5.0,Grocery
11,419,5.0,Grocery
11,414,4.0,Grocery
11,420,5.0,Grocery
11,421,5.0,Grocery
11,421,5.0,Grocery
11,422,5.0,Grocery
11,423,5.0,Grocery
11,424,4.0,Grocery
11,425,4.0,Grocery
11,424,4.0,Grocery
11,424,3.0,Grocery
12,112,5.0,Grocery
12,426,5.0,Grocery
12,427,5.0,Grocery
12,383,1.0,Grocery
12,428,5.0,Grocery
12,429,4.0,Grocery
12,430,5.0,Grocery
12,431,5.0,Grocery
12,431,5.0,Grocery
12,432,4.0,Grocery
12,238,5.0,Grocery
12,433,5.0,Grocery
12,433,5.0,Grocery
12,434,5.0,Grocery
12,435,5.0,Grocery
12,436,4.0,Grocery
12,435,5.0,Grocery
12,238,5.0,Grocery
12,437,5.0,Grocery
12,438,3.0,Grocery
12,439,1.0,Grocery
12,440,5.0,Grocery
12,441,1.0,Grocery
12,442,4.0,Grocery
12,443,5.0,Grocery
12,382,5.0,Grocery
12,120,5.0,Grocery
12,444,5.0,Grocery
12,445,5.0,Grocery
12,446,5.0,Grocery
12,447,5.0,Grocery
12,448,5.0,Grocery
12,449,4.0,Grocery
12,169,5.0,Grocery
12,374,5.0,Grocery
12,450,5.0,Grocery
12,404,5.0,Grocery
12,451,4.0,Grocery
12,452,5.0,Grocery
12,453,5.0,Grocery
12,454,5.0,Grocery
12,455,5.0,Grocery
12,456,5.0,Grocery
12,457,5.0,Grocery
12,458,2.0,Grocery
12,351,5.0,Grocery
12,459,5.0,Grocery
12,460,4.0,Grocery
12,461,5.0,Grocery
12,462,5.0,Grocery
12,351,5.0,Grocery
12,463,1.0,Grocery
12,464,5.0,Grocery
12,465,3.0,Grocery
12,466,5.0,Grocery
12,467,4.0,Grocery
12,468,2.0,Grocery
12,469,5.0,Grocery
12,467,2.0,Grocery
12,470,4.0,Grocery
12,470,5.0,Grocery
12,471,5.0,Grocery
12,102,5.0,Grocery
12,282,5.0,Grocery
12,69,5.0,Grocery
12,316,5.0,Grocery
12,472,5.0,Grocery
12,473,5.0,Grocery
12,474,4.0,Grocery
12,308,5.0,Grocery
12,112,5.0,Grocery
12,475,5.0,Grocery
13,476,5.0,Grocery
13,477,5.0,Grocery
13,340,5.0,Grocery
13,17,5.0,Grocery
13,478,5.0,Grocery
13,479,5.0,Grocery
14,480,5.0,Grocery
14,481,5.0,Grocery
14,482,5.0,Grocery
14,482,5.0,Grocery
14,480,5.0,Grocery
14,32,5.0,Grocery
14,252,5.0,Grocery
14,483,5.0,Grocery
14,53,4.0,Grocery
14,484,4.0,Grocery
13,229,5.0,Grocery
13,485,2.0,Grocery
14,100,5.0,Grocery
13,430,5.0,Grocery
14,486,5.0,Grocery
14,487,5.0,Grocery
13,488,5.0,Grocery
14,489,5.0,Grocery
14,490,5.0,Grocery
14,309,5.0,Grocery
14,76,4.0,Grocery
13,491,5.0,Grocery
14,492,5.0,Grocery
14,272,4.0,Grocery
14,493,5.0,Grocery
14,494,5.0,Grocery
14,495,5.0,Grocery
14,496,5.0,Grocery
14,497,5.0,Grocery
13,498,1.0,Grocery
13,499,4.0,Grocery
13,500,5.0,Grocery
13,501,5.0,Grocery
13,502,5.0,Grocery
13,117,5.0,Grocery
13,503,5.0,Grocery
13,504,4.0,Grocery
13,505,5.0,Grocery
13,506,5.0,Grocery
13,410,5.0,Grocery
13,507,1.0,Grocery
13,508,5.0,Grocery
13,509,5.0,Grocery
13,510,5.0,Grocery
13,511,4.0,Grocery
13,512,5.0,Grocery
13,513,5.0,Grocery
13,514,5.0,Grocery
13,515,4.0,Grocery
13,516,5.0,Grocery
13,517,5.0,Grocery
13,518,4.0,Grocery
13,519,5.0,Grocery
13,520,5.0,Grocery
13,516,5.0,Grocery
13,516,5.0,Grocery
13,521,5.0,Grocery
13,240,5.0,Grocery
13,522,5.0,Grocery
13,523,5.0,Grocery
13,31,5.0,Grocery
13,521,5.0,Grocery
13,447,3.0,Grocery
13,429,5.0,Grocery
13,516,5.0,Grocery
13,524,5.0,Grocery
13,525,5.0,Grocery
13,36,4.0,Grocery
13,526,5.0,Grocery
13,527,5.0,Grocery
13,245,5.0,Grocery
13,528,4.0,Grocery
13,529,4.0,Grocery
13,530,5.0,Grocery
13,531,5.0,Grocery
13,531,5.0,Grocery
13,44,5.0,Grocery
13,532,4.0,Grocery
15,533,5.0,Grocery
13,493,5.0,Grocery
13,525,5.0,Grocery
13,447,5.0,Grocery
15,534,5.0,Grocery
13,535,5.0,Grocery
13,536,4.0,Grocery
13,388,5.0,Grocery
15,537,4.0,Grocery
15,538,5.0,Grocery
13,539,5.0,Grocery
13,540,3.0,Grocery
13,541,5.0,Grocery
13,542,5.0,Grocery
15,543,5.0,Grocery
15,544,5.0,Grocery
13,539,5.0,Grocery
15,499,1.0,Grocery
13,251,5.0,Grocery
13,545,5.0,Grocery
15,546,5.0,Grocery
13,115,5.0,Grocery
13,547,5.0,Grocery
13,253,5.0,Grocery
13,240,5.0,Grocery
15,88,5.0,Grocery
13,548,5.0,Grocery
15,549,5.0,Grocery
15,550,5.0,Grocery
15,551,5.0,Grocery
15,552,5.0,Grocery
13,115,5.0,Grocery
15,553,5.0,Grocery
13,554,3.0,Grocery
13,554,3.0,Grocery
15,350,5.0,Grocery
13,555,5.0,Grocery
15,556,5.0,Grocery
13,557,4.0,Grocery
13,558,5.0,Grocery
15,220,4.0,Grocery
15,216,5.0,Grocery
15,559,5.0,Grocery
15,560,5.0,Grocery
15,561,4.0,Grocery
15,562,5.0,Grocery
13,563,5.0,Grocery
15,564,5.0,Grocery
15,87,5.0,Grocery
15,163,5.0,Grocery
13,565,5.0,Grocery
13,565,5.0,Grocery
15,566,5.0,Grocery
13,365,5.0,Grocery
13,567,4.0,Grocery
13,171,5.0,Grocery
15,568,5.0,Grocery
15,348,5.0,Grocery
13,569,5.0,Grocery
15,570,5.0,Grocery
15,454,5.0,Grocery
13,571,5.0,Grocery
15,572,5.0,Grocery
15,573,5.0,Grocery
13,574,5.0,Grocery
13,575,5.0,Grocery
13,576,5.0,Grocery
13,557,4.0,Grocery
13,577,5.0,Grocery
15,385,5.0,Grocery
13,545,5.0,Grocery
13,578,5.0,Grocery
13,579,2.0,Grocery
13,580,5.0,Grocery
13,581,5.0,Grocery
13,582,5.0,Grocery
15,199,4.0,Grocery
13,583,5.0,Grocery
15,584,5.0,Grocery
13,585,5.0,Grocery
13,586,5.0,Grocery
13,418,5.0,Grocery
15,587,5.0,Grocery
15,440,5.0,Grocery
13,588,5.0,Grocery
13,43,4.0,Grocery
13,43,4.0,Grocery
16,538,5.0,Grocery
13,589,5.0,Grocery
16,590,4.0,Grocery
13,512,5.0,Grocery
13,591,5.0,Grocery
15,394,5.0,Grocery
16,592,5.0,Grocery
16,203,5.0,Grocery
16,114,5.0,Grocery
15,593,5.0,Grocery
16,594,5.0,Grocery
16,595,4.0,Grocery
16,596,5.0,Grocery
13,521,5.0,Grocery
15,495,5.0,Grocery
16,293,5.0,Grocery
13,597,5.0,Grocery
16,598,5.0,Grocery
16,229,3.0,Grocery
16,599,5.0,Grocery
13,600,5.0,Grocery
16,601,5.0,Grocery
13,602,5.0,Grocery
16,603,4.0,Grocery
16,604,5.0,Grocery
16,605,5.0,Grocery
16,136,5.0,Grocery
16,606,5.0,Grocery
16,607,5.0,Grocery
16,608,5.0,Grocery
16,438,4.0,Grocery
16,26,5.0,Grocery
13,600,2.0,Grocery
13,609,5.0,Grocery
13,609,5.0,Grocery
13,610,5.0,Grocery
13,611,5.0,Grocery
13,612,5.0,Grocery
13,353,5.0,Grocery
13,613,4.0,Grocery
13,614,5.0,Grocery
13,615,5.0,Grocery
13,547,4.0,Grocery
13,616,5.0,Grocery
13,617,5.0,Grocery
13,613,5.0,Grocery
13,613,5.0,Grocery
13,613,5.0,Grocery
13,613,5.0,Grocery
13,618,4.0,Grocery
13,289,5.0,Grocery
13,619,5.0,Grocery
13,620,5.0,Grocery
13,621,4.0,Grocery
13,621,4.0,Grocery
13,419,3.0,Grocery
13,622,5.0,Grocery
13,623,5.0,Grocery
13,624,5.0,Grocery
13,531,3.0,Grocery
13,625,5.0,Grocery
13,626,5.0,Grocery
13,627,5.0,Grocery
13,579,5.0,Grocery
13,275,5.0,Grocery
13,69,4.0,Grocery
13,628,5.0,Grocery
13,629,5.0,Grocery
13,628,5.0,Grocery
13,628,5.0,Grocery
13,630,5.0,Grocery
13,273,5.0,Grocery
13,324,3.0,Grocery
13,27,5.0,Grocery
13,631,5.0,Grocery
13,632,3.0,Grocery
13,633,3.0,Grocery
13,634,5.0,Grocery
13,635,4.0,Grocery
13,636,5.0,Grocery
13,637,5.0,Grocery
13,638,4.0,Grocery
13,639,5.0,Grocery
13,640,5.0,Grocery
13,641,5.0,Grocery
13,642,5.0,Grocery
13,643,5.0,Grocery
13,644,5.0,Grocery
13,353,5.0,Grocery
13,645,5.0,Grocery
13,646,5.0,Grocery
13,300,5.0,Grocery
13,631,5.0,Grocery
13,376,4.0,Grocery
13,647,4.0,Grocery
13,583,5.0,Grocery
13,648,4.0,Grocery
13,649,2.0,Grocery
13,650,5.0,Grocery
13,651,5.0,Grocery
13,652,2.0,Grocery
13,388,4.0,Grocery
13,653,5.0,Grocery
13,654,5.0,Grocery
13,484,4.0,Grocery
13,655,5.0,Grocery
13,656,5.0,Grocery
13,657,5.0,Grocery
13,658,4.0,Grocery
13,629,5.0,Grocery
13,631,5.0,Grocery
13,659,5.0,Grocery
13,52,5.0,Grocery
13,660,5.0,Grocery
13,508,5.0,Grocery
13,535,5.0,Grocery
13,96,5.0,Grocery
13,661,5.0,Grocery
13,662,3.0,Grocery
13,554,5.0,Grocery
13,663,5.0,Grocery
13,67,3.0,Grocery
13,600,1.0,Grocery
13,306,5.0,Grocery
13,306,5.0,Grocery
13,619,5.0,Grocery
13,664,5.0,Grocery
13,664,5.0,Grocery
13,665,5.0,Grocery
13,666,5.0,Grocery
13,667,5.0,Grocery
13,629,5.0,Grocery
13,668,5.0,Grocery
13,669,5.0,Grocery
13,670,5.0,Grocery
13,671,5.0,Grocery
13,671,5.0,Grocery
13,672,5.0,Grocery
13,53,5.0,Grocery
13,636,5.0,Grocery
13,673,5.0,Grocery
13,673,5.0,Grocery
13,674,2.0,Grocery
13,674,4.0,Grocery
13,674,4.0,Grocery
13,674,1.0,Grocery
13,675,5.0,Grocery
13,301,5.0,Grocery
13,19,5.0,Grocery
13,676,5.0,Grocery
13,677,4.0,Grocery
13,301,5.0,Grocery
13,301,5.0,Grocery
13,678,3.0,Grocery
13,301,5.0,Grocery
13,301,5.0,Grocery
13,301,5.0,Grocery
13,313,5.0,Grocery
13,493,5.0,Grocery
13,327,5.0,Grocery
13,135,5.0,Grocery
13,135,5.0,Grocery
13,679,5.0,Grocery
13,680,5.0,Grocery
13,681,5.0,Grocery
13,325,5.0,Grocery
13,681,4.0,Grocery
13,639,5.0,Grocery
13,682,3.0,Grocery
13,423,5.0,Grocery
13,423,5.0,Grocery
13,423,5.0,Grocery
13,683,5.0,Grocery
13,410,5.0,Grocery
17,684,4.0,Grocery
17,685,5.0,Grocery
17,686,4.0,Grocery
17,687,4.0,Grocery
17,688,5.0,Grocery
17,689,4.0,Grocery
17,690,5.0,Grocery
17,367,5.0,Grocery
17,691,5.0,Grocery
17,692,5.0,Grocery
17,693,5.0,Grocery
17,693,5.0,Grocery
17,694,5.0,Grocery
17,695,5.0,Grocery
17,696,4.0,Grocery
17,697,5.0,Grocery
17,698,5.0,Grocery
17,129,5.0,Grocery
17,129,5.0,Grocery
17,699,4.0,Grocery
17,700,5.0,Grocery
17,701,3.0,Grocery
17,610,4.0,Grocery
17,702,4.0,Grocery
17,703,5.0,Grocery
17,704,3.0,Grocery
18,498,5.0,Grocery
18,705,2.0,Grocery
18,57,1.0,Grocery
18,706,2.0,Grocery
18,518,5.0,Grocery
18,707,5.0,Grocery
18,708,3.0,Grocery
18,709,4.0,Grocery
18,189,3.0,Grocery
18,710,5.0,Grocery
18,711,5.0,Grocery
18,712,5.0,Grocery
18,713,5.0,Grocery
18,714,5.0,Grocery
18,185,5.0,Grocery
18,185,5.0,Grocery
18,519,5.0,Grocery
18,162,5.0,Grocery
18,715,5.0,Grocery
18,716,5.0,Grocery
18,717,5.0,Grocery
18,564,5.0,Grocery
18,718,5.0,Grocery
18,719,4.0,Grocery
18,720,5.0,Grocery
18,250,4.0,Grocery
18,721,5.0,Grocery
18,722,5.0,Grocery
18,723,5.0,Grocery
18,724,5.0,Grocery
18,725,3.0,Grocery
18,622,5.0,Grocery
18,726,5.0,Grocery
18,727,5.0,Grocery
18,727,5.0,Grocery
18,728,5.0,Grocery
18,729,5.0,Grocery
18,730,4.0,Grocery
18,599,5.0,Grocery
18,731,5.0,Grocery
18,731,5.0,Grocery
18,731,5.0,Grocery
18,732,5.0,Grocery
18,603,2.0,Grocery
18,248,5.0,Grocery
18,733,5.0,Grocery
18,733,5.0,Grocery
18,732,5.0,Grocery
18,734,5.0,Grocery
18,735,5.0,Grocery
18,733,5.0,Grocery
18,733,4.0,Grocery
18,733,1.0,Grocery
18,628,5.0,Grocery
18,288,4.0,Grocery
18,736,4.0,Grocery
18,646,5.0,Grocery
18,737,4.0,Grocery
18,738,3.0,Grocery
18,732,5.0,Grocery
18,732,5.0,Grocery
18,732,5.0,Grocery
18,732,5.0,Grocery
18,646,5.0,Grocery
18,271,5.0,Grocery
18,739,2.0,Grocery
18,333,5.0,Grocery
18,732,5.0,Grocery
18,732,2.0,Grocery
18,732,5.0,Grocery
18,740,5.0,Grocery
18,741,5.0,Grocery
19,742,5.0,Grocery
19,238,5.0,Grocery
19,743,5.0,Grocery
19,744,5.0,Grocery
19,745,5.0,Grocery
19,185,5.0,Grocery
19,746,5.0,Grocery
19,747,5.0,Grocery
19,748,5.0,Grocery
19,279,4.0,Grocery
19,749,5.0,Grocery
19,284,5.0,Grocery
19,750,4.0,Grocery
19,282,5.0,Grocery
19,528,4.0,Grocery
19,528,4.0,Grocery
19,52,5.0,Grocery
19,52,5.0,Grocery
19,92,5.0,Grocery
19,751,5.0,Grocery
19,674,5.0,Grocery
20,390,5.0,Grocery
20,752,5.0,Grocery
20,753,5.0,Grocery
20,754,5.0,Grocery
20,755,5.0,Grocery
20,756,5.0,Grocery
20,757,5.0,Grocery
