user_id,item_id,rating,genre
10,1278,5,Horror
10,1921,4,Sci-Fi
10,2657,4,Sci-Fi
10,316,5,Sci-Fi
10,1356,5,Sci-Fi
10,750,4,Sci-Fi
10,2662,4,Sci-Fi
10,253,5,Horror
10,329,5,Sci-Fi
10,2091,3,Sci-Fi
10,2093,4,Sci-Fi
10,2094,4,Sci-Fi
10,3471,5,Sci-Fi
10,2746,5,Horror
10,260,5,Sci-Fi
10,1371,4,Sci-Fi
10,1372,4,Sci-Fi
10,1374,4,Sci-Fi
10,1375,4,Sci-Fi
10,1376,4,Sci-Fi
10,2826,4,Horror
10,1019,4,Sci-Fi
10,24,3,Sci-Fi
10,924,3,Sci-Fi
10,3701,3,Sci-Fi
10,3702,3,Sci-Fi
10,780,5,Sci-Fi
10,3703,2,Sci-Fi
10,1387,3,Horror
10,3704,2,Sci-Fi
10,32,5,Sci-Fi
10,2407,5,Sci-Fi
10,435,4,Sci-Fi
10,1544,4,Sci-Fi
10,3593,4,Sci-Fi
10,1127,4,Sci-Fi
10,1129,4,Sci-Fi
10,1200,5,Sci-Fi
10,2003,4,Horror
10,2009,4,Sci-Fi
10,3175,5,Sci-Fi
10,1573,5,Sci-Fi
10,2011,4,Sci-Fi
10,1210,4,Sci-Fi
10,2012,5,Sci-Fi
10,1214,4,Sci-Fi
10,1215,4,Sci-Fi
10,541,5,Sci-Fi
10,1580,5,Sci-Fi
10,1653,5,Sci-Fi
10,2529,4,Sci-Fi
10,1584,5,Sci-Fi
10,2021,4,Sci-Fi
10,2968,4,Sci-Fi
10,3699,5,Sci-Fi
10,480,4,Sci-Fi
10,2530,3,Sci-Fi
10,3264,3,Horror
10,2393,4,Sci-Fi
10,2105,5,Sci-Fi
10,1097,5,Sci-Fi
10,2617,4,Horror
10,1676,4,Sci-Fi
10,1240,5,Sci-Fi
10,3928,4,Horror
10,2046,4,Sci-Fi
11,2710,3,Horror
11,1278,3,Horror
11,2746,4,Horror
11,788,1,Sci-Fi
11,3499,2,Horror
11,435,1,Sci-Fi
11,1573,1,Sci-Fi
11,480,4,Sci-Fi
12,3658,4,Sci-Fi
12,3785,3,Horror
13,2628,3,Sci-Fi
13,2054,3,Sci-Fi
13,589,5,Sci-Fi
13,1690,3,Sci-Fi
13,1331,4,Horror
13,1196,5,Sci-Fi
13,2640,3,Sci-Fi
13,2641,3,Sci-Fi
13,2571,5,Sci-Fi
13,316,3,Sci-Fi
13,1356,4,Sci-Fi
13,329,4,Sci-Fi
13,2094,3,Sci-Fi
13,260,5,Sci-Fi
13,1372,4,Sci-Fi
13,1374,4,Sci-Fi
13,1375,3,Sci-Fi
13,1376,3,Sci-Fi
13,1527,4,Sci-Fi
13,780,4,Sci-Fi
13,2916,3,Sci-Fi
13,3070,1,Sci-Fi
13,1544,4,Sci-Fi
13,1127,4,Sci-Fi
13,1129,3,Sci-Fi
13,3745,3,Sci-Fi
13,3175,3,Sci-Fi
13,1210,4,Sci-Fi
13,2528,3,Sci-Fi
13,1580,4,Sci-Fi
13,2968,3,Sci-Fi
13,3699,3,Sci-Fi
13,480,4,Sci-Fi
13,3269,3,Sci-Fi
13,2105,3,Sci-Fi
13,1097,5,Sci-Fi
13,3417,3,Sci-Fi
13,2617,3,Horror
13,2046,4,Sci-Fi
14,3354,3,Sci-Fi
14,3033,4,Sci-Fi
14,2826,2,Horror
14,1982,1,Horror
14,3081,4,Horror
14,2976,3,Horror
15,3354,2,Sci-Fi
15,1909,4,Sci-Fi
15,1196,4,Sci-Fi
15,2640,3,Sci-Fi
15,2571,4,Sci-Fi
15,2719,3,Horror
15,160,2,Sci-Fi
15,748,3,Sci-Fi
15,3535,2,Horror
15,260,4,Sci-Fi
15,2826,4,Horror
15,1527,4,Sci-Fi
15,780,2,Sci-Fi
15,788,3,Sci-Fi
15,3499,4,Horror
15,32,3,Sci-Fi
15,1396,4,Sci-Fi
15,2916,4,Sci-Fi
15,442,3,Sci-Fi
15,3081,3,Horror
15,70,2,Horror
15,1644,3,Horror
15,1645,3,Horror
15,1210,4,Sci-Fi
15,1580,2,Sci-Fi
15,2389,4,Horror
15,480,4,Sci-Fi
15,2617,1,Horror
16,2701,2,Sci-Fi
16,2713,2,Horror
16,2643,3,Sci-Fi
16,3016,2,Horror
16,2722,2,Sci-Fi
16,2699,5,Sci-Fi
16,3175,4,Sci-Fi
17,2553,4,Sci-Fi
17,2554,3,Sci-Fi
17,3932,3,Sci-Fi
17,3863,3,Sci-Fi
17,3793,4,Sci-Fi
17,1253,5,Sci-Fi
17,3503,5,Sci-Fi
17,589,5,Sci-Fi
17,1909,4,Sci-Fi
17,1196,5,Sci-Fi
17,2640,4,Sci-Fi
17,2571,4,Sci-Fi
17,3375,4,Sci-Fi
17,1779,2,Sci-Fi
17,2140,4,Sci-Fi
17,1270,5,Sci-Fi
17,1274,5,Sci-Fi
17,741,5,Sci-Fi
17,1921,4,Sci-Fi
17,3527,4,Sci-Fi
17,2657,5,Sci-Fi
17,316,4,Sci-Fi
17,1356,4,Sci-Fi
17,750,5,Sci-Fi
17,2660,4,Sci-Fi
17,2661,4,Sci-Fi
17,2662,5,Sci-Fi
17,2663,3,Sci-Fi
17,2664,5,Sci-Fi
17,2667,2,Sci-Fi
17,2668,2,Sci-Fi
17,3032,3,Sci-Fi
17,329,3,Sci-Fi
17,3033,4,Sci-Fi
17,2093,4,Sci-Fi
17,3471,4,Sci-Fi
17,260,5,Sci-Fi
17,2311,4,Sci-Fi
17,2173,5,Sci-Fi
17,198,4,Sci-Fi
17,1374,4,Sci-Fi
17,1376,5,Sci-Fi
17,1019,5,Sci-Fi
17,24,3,Sci-Fi
17,1527,5,Sci-Fi
17,3700,4,Sci-Fi
17,924,5,Sci-Fi
17,3701,4,Sci-Fi
17,3702,3,Sci-Fi
17,780,4,Sci-Fi
17,3703,5,Sci-Fi
17,2901,4,Sci-Fi
17,3704,4,Sci-Fi
17,3638,2,Sci-Fi
17,32,5,Sci-Fi
17,2407,4,Sci-Fi
17,1396,3,Sci-Fi
17,2916,5,Sci-Fi
17,3576,4,Sci-Fi
17,3070,5,Sci-Fi
17,2346,3,Sci-Fi
17,3658,4,Sci-Fi
17,3156,4,Sci-Fi
17,2287,4,Sci-Fi
17,2288,4,Sci-Fi
17,3662,3,Sci-Fi
17,1127,4,Sci-Fi
17,1129,4,Sci-Fi
17,3300,4,Sci-Fi
17,1997,4,Horror
17,1200,4,Sci-Fi
17,3745,4,Sci-Fi
17,968,4,Sci-Fi
17,1206,5,Sci-Fi
17,2009,3,Sci-Fi
17,76,4,Sci-Fi
17,3175,5,Sci-Fi
17,1573,2,Sci-Fi
17,2377,5,Sci-Fi
17,2010,4,Sci-Fi
17,2011,5,Sci-Fi
17,1210,4,Sci-Fi
17,3827,4,Sci-Fi
17,1214,5,Sci-Fi
17,1215,4,Sci-Fi
17,610,4,Sci-Fi
17,541,5,Sci-Fi
17,1077,5,Sci-Fi
17,2526,2,Sci-Fi
17,2527,4,Sci-Fi
17,2454,2,Sci-Fi
17,2528,3,Sci-Fi
17,2455,4,Sci-Fi
17,1653,5,Sci-Fi
17,1580,4,Sci-Fi
17,2529,4,Sci-Fi
17,1584,4,Sci-Fi
17,2021,5,Sci-Fi
17,3696,3,Sci-Fi
17,3699,4,Sci-Fi
17,2600,3,Sci-Fi
17,480,4,Sci-Fi
17,2533,3,Sci-Fi
17,3269,3,Sci-Fi
17,1301,5,Sci-Fi
17,2105,4,Sci-Fi
17,1097,3,Sci-Fi
17,2613,3,Sci-Fi
17,3417,5,Sci-Fi
17,2549,3,Sci-Fi
17,1748,5,Sci-Fi
17,3927,4,Sci-Fi
17,1240,5,Sci-Fi
17,2116,4,Sci-Fi
17,2117,4,Sci-Fi
17,2046,4,Sci-Fi
17,2985,5,Sci-Fi
18,2628,4,Sci-Fi
18,3793,5,Sci-Fi
18,2054,3,Sci-Fi
18,2701,3,Sci-Fi
18,589,5,Sci-Fi
18,1690,1,Sci-Fi
18,1196,5,Sci-Fi
18,737,1,Sci-Fi
18,2140,4,Sci-Fi
18,1274,5,Sci-Fi
18,741,5,Sci-Fi
18,3527,2,Sci-Fi
18,2807,1,Sci-Fi
18,327,3,Sci-Fi
18,2093,3,Sci-Fi
18,2167,4,Horror
18,405,1,Sci-Fi
18,1876,3,Sci-Fi
18,260,5,Sci-Fi
18,2826,4,Horror
18,1882,1,Sci-Fi
18,29,3,Sci-Fi
18,1527,4,Sci-Fi
18,780,3,Sci-Fi
18,3703,5,Sci-Fi
18,1387,4,Horror
18,3704,4,Sci-Fi
18,1391,3,Sci-Fi
18,1396,4,Sci-Fi
18,2916,3,Sci-Fi
18,1544,3,Sci-Fi
18,1200,4,Sci-Fi
18,532,1,Horror
18,3175,5,Sci-Fi
18,1210,5,Sci-Fi
18,1215,5,Sci-Fi
18,546,2,Sci-Fi
18,2450,1,Sci-Fi
18,1580,5,Sci-Fi
18,2021,4,Sci-Fi
18,3698,3,Sci-Fi
18,1591,1,Sci-Fi
18,3269,4,Sci-Fi
18,2105,4,Sci-Fi
18,1097,5,Sci-Fi
18,2617,1,Horror
18,1676,3,Sci-Fi
18,1240,5,Sci-Fi
18,2116,4,Sci-Fi
19,2628,3,Sci-Fi
19,1756,4,Horror
19,3930,3,Horror
19,1321,4,Horror
19,3863,4,Sci-Fi
19,3793,4,Sci-Fi
19,1327,2,Horror
19,1258,5,Horror
19,2633,3,Horror
19,589,4,Sci-Fi
19,2638,4,Horror
19,1909,4,Sci-Fi
19,1407,4,Horror
19,1334,3,Sci-Fi
19,1261,5,Horror
19,1339,4,Horror
19,2710,3,Horror
19,1196,5,Sci-Fi
19,2713,2,Horror
19,2640,3,Sci-Fi
19,2716,4,Horror
19,2717,5,Horror
19,2644,4,Horror
19,2571,4,Sci-Fi
19,2719,3,Horror
19,2646,2,Horror
19,2647,2,Horror
19,2648,4,Horror
19,2649,1,Horror
19,1340,3,Horror
19,1270,5,Sci-Fi
19,1345,3,Horror
19,741,2,Sci-Fi
19,1278,5,Horror
19,3527,4,Sci-Fi
19,2653,1,Horror
19,1350,4,Horror
19,1356,5,Sci-Fi
19,2662,3,Sci-Fi
19,329,5,Sci-Fi
19,2160,2,Horror
19,2094,2,Sci-Fi
19,3471,2,Sci-Fi
19,2746,4,Horror
19,330,4,Horror
19,405,1,Sci-Fi
19,260,3,Sci-Fi
19,1371,2,Sci-Fi
19,198,3,Sci-Fi
19,1372,4,Sci-Fi
19,1373,2,Sci-Fi
19,1374,5,Sci-Fi
19,1375,3,Sci-Fi
19,842,2,Horror
19,1376,3,Sci-Fi
19,1527,3,Sci-Fi
19,3701,3,Sci-Fi
19,1387,5,Horror
19,3638,4,Sci-Fi
19,2699,1,Sci-Fi
19,32,4,Sci-Fi
19,2338,2,Horror
19,1974,3,Horror
19,879,1,Horror
19,2782,2,Horror
19,1982,5,Horror
19,2789,3,Horror
19,3081,4,Horror
19,2428,1,Sci-Fi
19,2790,3,Horror
19,1127,3,Sci-Fi
19,1994,5,Horror
19,1997,5,Horror
19,2366,4,Horror
19,2367,2,Horror
19,1200,3,Sci-Fi
19,2004,2,Horror
19,1206,4,Sci-Fi
19,76,1,Sci-Fi
19,3175,3,Sci-Fi
19,1717,2,Horror
19,1644,3,Horror
19,1645,4,Horror
19,1573,4,Sci-Fi
19,1210,4,Sci-Fi
19,1214,2,Sci-Fi
19,1215,5,Sci-Fi
19,1219,5,Horror
19,2527,3,Sci-Fi
19,2454,4,Sci-Fi
19,2455,3,Sci-Fi
19,1580,5,Sci-Fi
19,2529,3,Sci-Fi
19,1655,1,Horror
19,1584,3,Sci-Fi
19,2021,3,Sci-Fi
19,2600,1,Sci-Fi
19,480,4,Sci-Fi
19,3264,4,Horror
19,2393,3,Sci-Fi
19,1301,3,Sci-Fi
19,2976,5,Horror
19,1097,3,Sci-Fi
19,3273,3,Horror
19,1240,3,Sci-Fi
19,3928,2,Horror
20,3863,3,Sci-Fi
20,589,4,Sci-Fi
20,2641,4,Sci-Fi
20,2571,5,Sci-Fi
20,3527,4,Sci-Fi
20,1371,4,Sci-Fi
20,1375,3,Sci-Fi
20,1527,5,Sci-Fi
20,70,4,Horror
20,1240,4,Sci-Fi
21,2701,3,Sci-Fi
21,1274,3,Sci-Fi
21,3704,4,Sci-Fi
21,3745,5,Sci-Fi
21,1645,1,Horror
21,1210,5,Sci-Fi
22,2628,2,Sci-Fi
22,2122,3,Horror
22,2054,2,Sci-Fi
22,1253,4,Sci-Fi
22,589,4,Sci-Fi
22,1909,1,Sci-Fi
22,1261,4,Horror
22,1196,4,Sci-Fi
22,2716,4,Horror
22,2717,3,Horror
22,2571,3,Sci-Fi
22,1917,1,Sci-Fi
22,3016,3,Horror
22,3017,3,Horror
22,1270,4,Sci-Fi
22,1347,2,Horror
22,671,5,Sci-Fi
22,1278,2,Horror
22,1921,4,Sci-Fi
22,3527,4,Sci-Fi
22,316,3,Sci-Fi
22,173,3,Sci-Fi
22,3535,2,Horror
22,256,2,Sci-Fi
22,3033,4,Sci-Fi
22,185,2,Sci-Fi
22,2163,3,Horror
22,2746,4,Horror
22,330,3,Horror
22,1876,1,Sci-Fi
22,849,3,Sci-Fi
22,2826,3,Horror
22,1882,1,Sci-Fi
22,1527,2,Sci-Fi
22,780,3,Sci-Fi
22,2699,1,Sci-Fi
22,32,4,Sci-Fi
22,2338,1,Horror
22,1391,4,Sci-Fi
22,2916,4,Sci-Fi
22,799,2,Horror
22,1974,3,Horror
22,1037,1,Sci-Fi
22,1544,1,Sci-Fi
22,442,2,Sci-Fi
22,2428,2,Sci-Fi
22,3660,4,Sci-Fi
22,3661,4,Sci-Fi
22,1991,2,Horror
22,1127,4,Sci-Fi
22,3300,1,Sci-Fi
22,1994,4,Horror
22,1200,4,Sci-Fi
22,2003,3,Horror
22,2004,3,Horror
22,1205,4,Sci-Fi
22,532,4,Horror
22,70,4,Horror
22,1573,4,Sci-Fi
22,2011,4,Sci-Fi
22,2012,3,Sci-Fi
22,1210,3,Sci-Fi
22,3826,1,Sci-Fi
22,1214,4,Sci-Fi
22,1215,4,Sci-Fi
22,610,4,Sci-Fi
22,546,2,Sci-Fi
22,2450,3,Sci-Fi
22,1653,3,Sci-Fi
22,1580,2,Sci-Fi
22,1584,4,Sci-Fi
22,3698,4,Sci-Fi
22,480,2,Sci-Fi
22,2393,1,Sci-Fi
22,3917,4,Horror
22,1097,3,Sci-Fi
22,2617,3,Horror
22,1748,4,Sci-Fi
22,1676,4,Sci-Fi
22,1240,4,Sci-Fi
22,2046,4,Sci-Fi
22,2985,2,Sci-Fi
23,2553,3,Sci-Fi
23,2554,3,Sci-Fi
23,2628,4,Sci-Fi
23,1320,2,Sci-Fi
23,3793,4,Sci-Fi
23,2054,4,Sci-Fi
23,1258,4,Horror
23,3503,3,Sci-Fi
23,589,4,Sci-Fi
23,1909,3,Sci-Fi
23,1690,5,Sci-Fi
23,1407,2,Horror
23,1196,5,Sci-Fi
23,2640,5,Sci-Fi
23,1199,3,Sci-Fi
23,2641,3,Sci-Fi
23,2642,1,Sci-Fi
23,2643,1,Sci-Fi
23,2571,3,Sci-Fi
23,2140,2,Sci-Fi
23,2148,4,Horror
23,2149,3,Horror
23,1274,3,Sci-Fi
23,671,3,Sci-Fi
23,2722,3,Sci-Fi
23,674,4,Sci-Fi
23,748,3,Sci-Fi
23,3527,4,Sci-Fi
23,2657,4,Sci-Fi
23,316,3,Sci-Fi
23,1356,4,Sci-Fi
23,750,4,Sci-Fi
23,2808,3,Sci-Fi
23,327,2,Sci-Fi
23,3032,5,Sci-Fi
23,329,3,Sci-Fi
23,2160,4,Horror
23,2091,1,Sci-Fi
23,3471,5,Sci-Fi
23,3474,3,Sci-Fi
23,1876,1,Sci-Fi
23,260,5,Sci-Fi
23,2311,4,Sci-Fi
23,196,4,Sci-Fi
23,198,4,Sci-Fi
23,1372,3,Sci-Fi
23,1375,3,Sci-Fi
23,1376,4,Sci-Fi
23,1019,2,Sci-Fi
23,2322,3,Sci-Fi
23,29,3,Sci-Fi
23,1527,5,Sci-Fi
23,3700,4,Sci-Fi
23,924,2,Sci-Fi
23,3701,3,Sci-Fi
23,3702,1,Sci-Fi
23,780,4,Sci-Fi
23,3703,2,Sci-Fi
23,2901,5,Sci-Fi
23,1388,3,Horror
23,3708,3,Horror
23,3638,5,Sci-Fi
23,788,3,Sci-Fi
23,1965,4,Sci-Fi
23,2699,2,Sci-Fi
23,32,4,Sci-Fi
23,2407,3,Sci-Fi
23,1396,4,Sci-Fi
23,2916,5,Sci-Fi
23,3576,5,Sci-Fi
23,435,2,Sci-Fi
23,3070,3,Sci-Fi
23,1544,3,Sci-Fi
23,442,3,Sci-Fi
23,2288,3,Sci-Fi
23,1127,5,Sci-Fi
23,1129,4,Sci-Fi
23,3300,3,Sci-Fi
23,1994,4,Horror
23,1997,3,Horror
23,1200,3,Sci-Fi
23,968,4,Sci-Fi
23,1206,3,Sci-Fi
23,2009,4,Sci-Fi
23,70,4,Horror
23,76,3,Sci-Fi
23,3175,3,Sci-Fi
23,1645,3,Horror
23,1573,4,Sci-Fi
23,2011,4,Sci-Fi
23,2012,4,Sci-Fi
23,1214,3,Sci-Fi
23,1215,4,Sci-Fi
23,610,5,Sci-Fi
23,1219,3,Horror
23,541,5,Sci-Fi
23,1077,4,Sci-Fi
23,2527,5,Sci-Fi
23,2454,4,Sci-Fi
23,2528,4,Sci-Fi
23,2455,4,Sci-Fi
23,1653,3,Sci-Fi
23,1580,4,Sci-Fi
23,2529,3,Sci-Fi
23,1584,3,Sci-Fi
23,2021,2,Sci-Fi
23,2968,4,Sci-Fi
23,3698,4,Sci-Fi
23,3699,5,Sci-Fi
23,2600,4,Sci-Fi
23,480,5,Sci-Fi
23,2530,2,Sci-Fi
23,2533,3,Sci-Fi
23,2393,3,Sci-Fi
23,3770,5,Sci-Fi
23,2105,2,Sci-Fi
23,1306,5,Sci-Fi
23,1097,4,Sci-Fi
23,2617,5,Horror
23,1748,4,Sci-Fi
23,1676,3,Sci-Fi
23,1240,5,Sci-Fi
23,2117,2,Sci-Fi
23,2118,3,Horror
23,2119,3,Horror
23,2985,5,Sci-Fi
24,3354,1,Sci-Fi
24,2628,3,Sci-Fi
24,2640,4,Sci-Fi
24,2716,4,Horror
24,1270,4,Sci-Fi
24,2657,4,Sci-Fi
24,329,3,Sci-Fi
24,3471,4,Sci-Fi
24,260,5,Sci-Fi
24,1965,3,Sci-Fi
24,2407,4,Sci-Fi
24,3081,4,Horror
24,3175,4,Sci-Fi
24,1580,4,Sci-Fi
24,1584,2,Sci-Fi
24,3699,4,Sci-Fi
25,2628,5,Sci-Fi
25,3793,4,Sci-Fi
25,1831,2,Sci-Fi
25,1909,3,Sci-Fi
25,1196,5,Sci-Fi
25,737,3,Sci-Fi
25,2716,5,Horror
25,2571,3,Sci-Fi
25,1917,4,Sci-Fi
25,1270,5,Sci-Fi
25,1921,4,Sci-Fi
25,1356,5,Sci-Fi
25,329,2,Sci-Fi
25,2094,3,Sci-Fi
25,1876,2,Sci-Fi
25,260,5,Sci-Fi
25,2173,3,Sci-Fi
25,1371,2,Sci-Fi
25,1372,5,Sci-Fi
25,1373,3,Sci-Fi
25,1374,5,Sci-Fi
25,1375,3,Sci-Fi
25,1376,5,Sci-Fi
25,1882,1,Sci-Fi
25,780,4,Sci-Fi
25,1387,3,Horror
25,788,2,Sci-Fi
25,1391,3,Sci-Fi
25,435,3,Sci-Fi
25,1544,3,Sci-Fi
25,3156,5,Sci-Fi
25,1129,4,Sci-Fi
25,3745,4,Sci-Fi
25,1205,5,Sci-Fi
25,3676,1,Horror
25,3175,3,Sci-Fi
25,1573,5,Sci-Fi
25,2011,5,Sci-Fi
25,2012,5,Sci-Fi
25,1210,5,Sci-Fi
25,546,4,Sci-Fi
25,1653,4,Sci-Fi
25,1580,4,Sci-Fi
25,480,4,Sci-Fi
25,2393,2,Sci-Fi
25,1676,4,Sci-Fi
26,2628,2,Sci-Fi
26,2053,1,Sci-Fi
26,2054,3,Sci-Fi
26,724,3,Horror
26,2701,2,Sci-Fi
26,589,3,Sci-Fi
26,1196,2,Sci-Fi
26,2716,2,Horror
26,1917,4,Sci-Fi
26,160,3,Sci-Fi
26,1779,3,Sci-Fi
26,1270,3,Sci-Fi
26,1347,2,Horror
26,185,3,Sci-Fi
26,2746,1,Horror
26,1876,5,Sci-Fi
26,260,3,Sci-Fi
26,198,4,Sci-Fi
26,1376,1,Sci-Fi
26,780,3,Sci-Fi
26,3703,2,Sci-Fi
26,1387,3,Horror
26,1388,2,Horror
26,3638,2,Sci-Fi
26,788,1,Sci-Fi
26,2407,3,Sci-Fi
26,1391,1,Sci-Fi
26,2916,4,Sci-Fi
26,435,3,Sci-Fi
26,1544,3,Sci-Fi
26,3156,5,Sci-Fi
26,1994,2,Horror
26,1997,3,Horror
26,2003,2,Horror
26,2004,1,Horror
26,1644,3,Horror
26,1645,3,Horror
26,2011,4,Sci-Fi
26,2012,2,Sci-Fi
26,2528,5,Sci-Fi
26,2459,1,Horror
26,1584,3,Sci-Fi
26,480,4,Sci-Fi
26,3269,3,Sci-Fi
26,1097,2,Sci-Fi
26,1240,4,Sci-Fi
27,260,5,Sci-Fi
27,3593,1,Sci-Fi
27,1997,3,Horror
27,2003,2,Horror
27,541,5,Sci-Fi
27,1097,5,Sci-Fi
28,2550,4,Horror
28,3793,4,Sci-Fi
28,1196,5,Sci-Fi
28,2571,3,Sci-Fi
28,1278,5,Horror
28,2657,4,Sci-Fi
28,3471,3,Sci-Fi
28,260,4,Sci-Fi
28,1387,4,Horror
28,32,3,Sci-Fi
28,1997,4,Horror
28,1200,4,Sci-Fi
28,2011,2,Sci-Fi
28,1210,5,Sci-Fi
28,1214,5,Sci-Fi
28,480,3,Sci-Fi
28,1097,3,Sci-Fi
28,1748,3,Sci-Fi
28,1240,3,Sci-Fi
29,2550,3,Horror
29,3793,1,Sci-Fi
29,589,4,Sci-Fi
29,1196,4,Sci-Fi
29,2571,3,Sci-Fi
29,3527,5,Sci-Fi
29,1356,2,Sci-Fi
29,2660,3,Sci-Fi
29,2661,4,Sci-Fi
29,2662,5,Sci-Fi
29,260,5,Sci-Fi
29,1374,3,Sci-Fi
29,1376,2,Sci-Fi
29,1527,3,Sci-Fi
29,3702,5,Sci-Fi
29,1387,5,Horror
29,2916,4,Sci-Fi
29,1127,3,Sci-Fi
29,1129,3,Sci-Fi
29,2363,3,Sci-Fi
29,2366,4,Horror
29,1200,3,Sci-Fi
29,1210,2,Sci-Fi
29,1214,4,Sci-Fi
29,1215,2,Sci-Fi
29,610,4,Sci-Fi
29,541,3,Sci-Fi
29,2527,5,Sci-Fi
29,1580,3,Sci-Fi
29,2529,5,Sci-Fi
29,480,4,Sci-Fi
29,2617,3,Horror
29,1240,5,Sci-Fi
30,589,4,Sci-Fi
30,2571,4,Sci-Fi
30,879,2,Horror
30,1097,5,Sci-Fi
31,2716,4,Horror
31,1270,5,Sci-Fi
31,2657,4,Sci-Fi
31,2747,5,Horror
31,2407,4,Sci-Fi
31,1976,1,Horror
31,2780,1,Horror
31,1129,4,Sci-Fi
31,2366,5,Horror
31,1210,4,Sci-Fi
31,1077,3,Sci-Fi
31,1580,4,Sci-Fi
31,480,5,Sci-Fi
32,589,4,Sci-Fi
32,2571,3,Sci-Fi
32,32,5,Sci-Fi
32,2916,3,Sci-Fi
32,480,2,Sci-Fi
33,1175,2,Sci-Fi
33,2550,4,Horror
33,2553,3,Sci-Fi
33,2554,4,Sci-Fi
33,3935,2,Horror
33,1321,3,Horror
33,1253,5,Sci-Fi
33,1258,5,Horror
33,2633,4,Horror
33,2637,3,Horror
33,589,4,Sci-Fi
33,2638,3,Horror
33,1333,5,Horror
33,1339,5,Horror
33,1196,5,Sci-Fi
33,2640,4,Sci-Fi
33,2716,4,Horror
33,2644,5,Horror
33,2571,3,Sci-Fi
33,2646,4,Horror
33,2647,4,Horror
33,2648,4,Horror
33,2649,4,Horror
33,3016,3,Horror
33,1340,4,Horror
33,3018,2,Horror
33,1270,4,Sci-Fi
33,1345,2,Horror
33,1348,3,Horror
33,1278,3,Horror
33,2650,4,Horror
33,3527,5,Sci-Fi
33,316,2,Sci-Fi
33,1350,3,Horror
33,1356,4,Sci-Fi
33,2159,4,Horror
33,2660,3,Sci-Fi
33,2661,4,Sci-Fi
33,2662,4,Sci-Fi
33,2664,5,Sci-Fi
